"chrom"	"seg"	"num.mark"	"nhet"	"cnlr.median"	"mafR"	"segclust"	"cnlr.median.clust"	"mafR.clust"	"start"	"end"	"cf.em"	"tcn.em"	"lcn.em"	"ID"	"parameter"	"purity"	"ploidy"
1	2	423	58	0.249787251469313	0.0549921686759581	24	0.258481575250218	0.0473771073064023	120496300	226259229	0.239373839661482	4	2	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
1	3	137	8	0.0591824697646524	0.0742948710166348	23	0.0607178309735121	NA	226549082	245978150	NA	2	NA	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
2	4	1257	160	-0.105335826257378	0.00444057897791477	16	-0.105911382110095	0.0185143863431065	4562300	242982400	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
3	5	627	72	0.0129760928713165	0.00660483130551919	20	0.00761762901440931	0.00806764091102387	1449750	89905610	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
3	6	67	10	-0.626407655672556	1.01316392905391	8	-0.642573436177783	NA	89905925	119666266	0.678649517494407	1	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
3	7	68	7	0.0219878515067385	0.0524480218557956	21	0.00761762901440931	NA	119720934	138374050	NA	2	NA	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
3	8	457	49	0.403911085578075	0.23183320949654	26	0.394780862855151	0.170098013450577	138374300	197354725	0.678649517494407	3	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
4	9	658	96	-0.164603703233943	0.0311260569535064	15	-0.171416167757105	0.0139627569578536	1402580	190262598	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
5	10	102	8	-0.365105202104122	0.00354241192388567	13	-0.358129151113126	NA	218400	17655556	NA	2	NA	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
5	11	743	93	-0.0395894534747984	-0.000708444348893912	19	-0.0402620785951541	0.00499070832129942	17670446	180030313	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
5	12	59	6	-0.553923556225674	0.0252676830032455	9	-0.553923556225674	NA	180030550	180527650	0.678649517494407	1	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
6	13	501	102	0.0457468521563154	-0.00285555241196644	22	0.0607178309735121	-0.00443510898543564	393272	79720868	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
6	14	295	35	-0.437618582969947	0.0566566428815664	10	-0.437618582969947	0.0566566428815664	79721000	119748300	0.413507325545173	1	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
6	15	256	36	-0.058732000879687	0.0428865190537207	19	-0.0402620785951541	0.00499070832129942	121788731	170799000	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
7	16	189	42	-0.198346807506427	0.00427239566198872	14	-0.222973546659546	0.0317381907029167	330834	37220889	0.270631351299278	1	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
7	17	168	25	-0.83874394404339	1.08576827830753	3	-0.83874394404339	1.08576827830753	37221079	63230424	0.678649517494407	1	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
7	18	625	50	-0.0814037000611488	0.0168730529358488	16	-0.105911382110095	0.0185143863431065	63230769	158451100	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
8	19	131	17	-0.698116108432734	1.17599544159638	6	-0.698116108432734	1.17599544159638	565081	38858550	0.678649517494407	1	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
8	20	219	41	0.883824476823853	1.26346553226731	28	0.883824476823853	1.26346553226731	43092903	132408668	0.678649517494407	5	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
8	21	35	3	0.309868559278675	0.166520059784013	25	0.338344843554109	NA	139766478	145892300	0.275633629618877	4	NA	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
9	22	182	28	-0.755114750811056	0.0760873638327418	5	-0.753551604001877	0.0760873638327418	421980	12518600	0.401687640428836	0	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
9	23	562	69	-0.129091203037163	0.0263804304354233	16	-0.105911382110095	0.0185143863431065	13731201	139820550	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
10	24	153	29	-0.332249112561606	-0.00168797463796026	12	-0.358129151113126	-0.00168797463796026	1510047	52389239	0.173344561891454	0	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
10	25	211	16	0.277193659183764	0.0203984242759079	24	0.258481575250218	0.0473771073064023	52389617	105517300	0.239373839661482	4	2	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
10	26	139	12	-0.10801375519405	0.0529944773489424	18	-0.105911382110095	NA	108316000	134199150	NA	2	NA	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
11	27	34	1	-0.666631230366686	-0.0560824298917994	8	-0.642573436177783	NA	532439	8289950	0.678649517494407	1	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
11	28	309	45	0.0846475753752064	-0.00793272782380284	22	0.0607178309735121	-0.00443510898543564	8589648	85989470	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
11	29	480	49	-0.122010396418522	2.51910053473777	17	-0.105911382110095	2.51910053473777	85989700	133495676	0.651531400837961	2	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
12	30	387	77	-0.0427414988377399	-0.00231847921165591	19	-0.0402620785951541	0.00499070832129942	394588	38601050	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
12	31	491	39	0.382711667266358	0.116757046964032	26	0.394780862855151	0.170098013450577	40763973	120554520	0.678649517494407	3	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
12	32	122	34	-0.747824961357461	0.786659306891076	4	-0.753551604001877	0.786659306891076	121416600	133264050	0.678649517494407	1	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
13	33	299	19	-0.111897165968458	0.00279190509659749	16	-0.105911382110095	0.0185143863431065	21004618	43603812	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
13	34	255	31	-0.652361303090424	1.25806153422671	7	-0.642573436177783	1.25806153422671	43604000	112722400	0.678649517494407	1	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
14	35	307	44	-0.00549561408929342	0.0109865588559197	20	0.00761762901440931	0.00806764091102387	19487500	105906100	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
15	36	500	74	-0.168495506090598	-0.00816014528712369	15	-0.171416167757105	0.0139627569578536	20488600	101094364	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
16	37	550	50	-0.217084356999953	0.0701153840444392	14	-0.222973546659546	0.0317381907029167	115072	69727563	0.270631351299278	1	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
16	38	158	27	-0.987175928022669	1.28513918253416	2	-0.987175928022669	1.28513918253416	72820938	86612744	0.678649517494407	1	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
16	39	127	49	-0.359953688531126	0.160845355592398	11	-0.358129151113126	0.160845355592398	89250951	89882950	0.396022994021663	1	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
17	40	1147	135	-0.11750887995009	0.0357251970638369	16	-0.105911382110095	0.0185143863431065	114669	80783150	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
18	41	298	41	-0.0909994244356465	0.0398197985240481	16	-0.105911382110095	0.0185143863431065	724350	74463692	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
19	42	926	101	-0.175702155422207	0.0133239201101723	15	-0.171416167757105	0.0139627569578536	1206950	47729700	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
19	43	103	9	0.346817305898351	0.0402746051037053	25	0.338344843554109	NA	47729950	58288350	0.275633629618877	4	NA	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
20	44	452	55	-0.229917894043116	0.00894666207377317	14	-0.222973546659546	0.0317381907029167	345864	62953632	0.270631351299278	1	0	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
21	45	121	32	-0.102584398187757	0.00325662414843118	16	-0.105911382110095	0.0185143863431065	10995995	42842800	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
21	46	70	16	0.575714464845942	0.00131476927033917	27	0.575714464845942	0.00131476927033917	42843836	42879909	0.569744250146179	4	2	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
21	47	38	10	0.0727034172934266	0.00259197777755303	23	0.0607178309735121	NA	43174332	45660650	NA	2	NA	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
22	48	321	29	-0.0939098830845489	-0.00241824841980104	16	-0.105911382110095	0.0185143863431065	16345980	50705457	1	2	1	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
23	49	766	0	-0.0866170871972528	0	18	-0.105911382110095	NA	451000	149924850	1	1	NA	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
24	50	112	2	-1.72985247361045	1.97437343238897	1	-1.72985247361045	NA	2655308	22930850	0.678649517494407	0	NA	"01-IM5_P-0012375-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.678649517494407	2.21284650264504
1	1	684	76	0.069590761970995	-0.00430541886230102	20	0.0578384080654807	0.0089299425193055	2488123	75413566	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
1	2	58	5	-0.544996327875158	3.22823319433957	9	-0.560921971574433	NA	78414500	96259000	0.686001083019722	1	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
1	3	218	25	0.255146939781417	0.00168211091109347	25	0.252813677816186	0.00701371647157993	99589350	156452500	0.115212453253843	4	2	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
1	4	57	5	-0.879391334431936	2.06648063394071	2	-0.879391334431936	NA	156785544	162688750	0.816728826941385	1	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
1	5	216	30	0.0562591942474094	0.185439775548741	20	0.0578384080654807	0.0089299425193055	162689000	206944900	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
1	6	128	16	-0.698572331526395	3.06282255709485	5	-0.687765891978249	3.06600254126122	206945450	242509050	0.816728826941385	1	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
1	7	31	2	0.219132588187072	-0.0513322573815105	24	0.177581042193536	NA	243431131	245978100	NA	2	NA	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
2	8	204	42	0.0443901263265805	0.00609938003680057	20	0.0578384080654807	0.0089299425193055	4717089	34654100	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
2	9	213	30	-0.614365858705294	2.98605245324645	6	-0.613853738883679	2.98605245324645	36353114	79525150	0.816728826941385	1	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
2	10	765	93	0.119772846835034	0.0119855457081384	21	0.119461427870004	0.0151504591510396	81421464	242982300	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
3	11	277	35	0.148233402416261	-0.00365629683378378	23	0.177581042193536	-0.000831693612886382	1449850	49406080	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
3	12	77	12	-0.198172954162265	-0.00919634973139087	15	-0.190355401771553	NA	49412948	52439800	NA	2	NA	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
3	13	800	112	0.171143055615434	0.00179742663541324	23	0.177581042193536	-0.000831693612886382	52439950	197354777	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
4	14	74	17	-0.442778868692732	0.45921160827099	10	-0.442778868692732	0.45921160827099	1402580	46725773	0.816728826941385	1	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
4	15	553	84	0.13056124802607	0.0419034745872691	21	0.119461427870004	0.0151504591510396	46726150	190262600	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
5	16	30	20	0.12076307819958	0.00867540288840881	21	0.119461427870004	0.0151504591510396	218356	256668	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
5	17	61	8	-0.356047152955522	-0.0241552596950598	12	-0.376717659541368	NA	1253916	8453750	NA	2	NA	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
5	18	217	53	0.182005100846824	-0.00808526535207077	23	0.177581042193536	-0.000831693612886382	14009085	62836900	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
5	19	244	32	-0.567293221296647	3.10372218029601	8	-0.560921971574433	2.89784244762572	67151613	131978056	0.816728826941385	1	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
5	20	307	61	-0.0733871029064159	4.7565388178446e-05	18	-0.0688858533102132	0.00727069409444318	133908378	180527600	0.170378318224608	1	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
6	21	483	140	0.200578462416317	-0.000536124664771926	23	0.177581042193536	-0.000831693612886382	393200	76599000	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
6	22	192	21	-0.552129529388888	2.8026726397999	8	-0.560921971574433	2.89784244762572	79720807	117650358	0.816728826941385	1	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
6	23	327	59	0.118489695685227	-0.00766437931741099	21	0.119461427870004	0.0151504591510396	117650450	170799000	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
7	24	229	44	0.0285595423167353	-6.87522704076068e-05	19	0.0158399234213086	0.00276180850215064	330822	52529100	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
7	25	83	12	-0.753446315788743	3.63908018315653	4	-0.755081177567636	NA	53722950	57669900	0.816728826941385	1	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
7	26	260	46	0.0442409185991058	0.00573489039980704	20	0.0578384080654807	0.0089299425193055	61969041	135681546	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
7	27	104	1	-0.612718873407593	2.54159970250763	7	-0.613853738883679	NA	139338133	140624400	0.735625103817979	1	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
7	28	223	28	0.105741420607923	0.0424334458484417	21	0.119461427870004	0.0151504591510396	140624550	158451100	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
8	29	115	27	-0.763369356260584	3.54492530868911	3	-0.755081177567636	3.54492530868911	565150	38858550	0.816728826941385	1	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
8	30	229	42	0.204091999623495	-0.00294379054415161	23	0.177581042193536	-0.000831693612886382	43092952	145742900	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
9	31	589	84	0.0416067664084352	-0.00324424628739123	20	0.0578384080654807	0.0089299425193055	421850	135804400	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
9	32	119	26	-0.379988934542277	-0.0185617554648133	11	-0.376717659541368	-0.0185617554648133	136548799	139820500	0.2594386392605	0	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
10	33	462	71	0.0499706629344556	0.00175191423789393	20	0.0578384080654807	0.0089299425193055	1510047	134199150	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
11	34	781	119	0.0691950838109895	0.0200083058434119	20	0.0578384080654807	0.0089299425193055	532450	133495676	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
12	35	348	81	-0.672823271275744	3.06936390578247	5	-0.687765891978249	3.06600254126122	394550	25398392	0.816728826941385	1	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
12	36	24	5	-0.137491404618248	0.0670495993002385	17	-0.133364195092182	NA	27330516	40764100	NA	2	NA	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
12	37	460	43	0.172009150359977	-0.0114216839644125	23	0.177581042193536	-0.000831693612886382	43131131	117838929	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
12	38	131	39	-0.174315124014837	0.0101835138530815	14	-0.190355401771553	0.0112547563697672	117839050	133263825	0.161502187239379	0	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
13	39	55	4	0.099000723493346	-0.00203935639099467	22	0.119461427870004	NA	21004738	27829535	NA	2	NA	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
13	40	232	20	-0.0666758452549211	0.0251617325364549	18	-0.0688858533102132	0.00727069409444318	28578254	43603950	0.170378318224608	1	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
13	41	241	40	0.199750133923279	-0.0124685630211683	23	0.177581042193536	-0.000831693612886382	46408073	112722387	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
14	42	284	56	0.206886867474579	-0.00666032393338576	23	0.177581042193536	-0.000831693612886382	19487467	105906073	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
15	43	473	59	0.00458959868803227	0.0229862433368749	19	0.0158399234213086	0.00276180850215064	20488509	101094335	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
16	44	146	17	-0.205452957508858	0.0252791063072734	14	-0.190355401771553	0.0112547563697672	115072	2627523	0.161502187239379	0	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
16	45	445	46	0.011985645481323	-0.00968950235196537	19	0.0158399234213086	0.00276180850215064	2636755	81819900	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
16	46	210	37	-0.278739496614687	0.00339544495228465	13	-0.278739496614687	0.00339544495228465	81888120	89882950	0.207615427024771	0	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
17	47	571	83	0.163165401461548	0.0120283914672232	23	0.177581042193536	-0.000831693612886382	114669	38512350	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
17	48	206	22	-0.183681478331576	0.00408849107684602	14	-0.190355401771553	0.0112547563697672	38512642	43363661	0.161502187239379	0	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
17	49	325	62	0.0440628804331517	-0.00468501061245894	20	0.0578384080654807	0.0089299425193055	43364016	80783009	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
18	50	266	37	0.171870497590332	0.0105621927415079	23	0.177581042193536	-0.000831693612886382	724400	74463276	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
19	51	976	143	-0.133364195092182	0.0113380823103622	16	-0.133364195092182	0.0113380823103622	1207000	58288300	0.132262544688712	0	0	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
20	52	425	72	0.0221006168484425	-0.00458900668780365	19	0.0158399234213086	0.00276180850215064	345864	62922700	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
21	53	227	50	0.239989532881312	0.00968573280794201	25	0.252813677816186	0.00701371647157993	10995995	45660835	0.115212453253843	4	2	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
22	54	303	37	0.117484584440287	-0.00578306726410025	21	0.119461427870004	0.0151504591510396	16345938	50705432	1	2	1	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
23	55	709	1	0.120915688424312	0.948246494509222	22	0.119461427870004	NA	451000	149924850	1	1	NA	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
24	56	78	2	-1.57356399659628	2.38806126749341	1	-1.57356399659628	NA	2655361	22930850	0.816728826941385	0	NA	"01-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.816728826941385	1.88418405628934
1	1	975	109	0.0108064275996847	0.018140999324215	7	0.00899579296504788	0.0122243336588497	2488123	156268671	1	2	1	"04-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.414999645805024	1.91286175232652
1	2	43	2	-0.386058754273592	0.304553458864877	2	-0.370155522814757	NA	156452241	157550150	0.414999645805024	1	0	"04-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.414999645805024	1.91286175232652
1	3	260	36	-0.039789533653615	0.111114654153738	6	-0.056238851705058	0.023649508189393	157599858	226253316	1	2	1	"04-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.414999645805024	1.91286175232652
1	4	96	13	-0.370155522814757	0.385527682911067	2	-0.370155522814757	NA	226253650	241676758	0.414999645805024	1	0	"04-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.414999645805024	1.91286175232652
1	5	40	3	0.00985717663239249	-0.0386082917350701	8	0.00899579296504788	NA	241677100	245978100	NA	2	NA	"04-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.414999645805024	1.91286175232652
2	6	207	42	-0.0347916896805049	0.00903957051457532	6	-0.056238851705058	0.023649508189393	4562400	34654200	1	2	1	"04-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.414999645805024	1.91286175232652
2	7	226	31	-0.271967081620166	0.238612665646166	5	-0.277823543971349	0.282269926682499	36353114	81423850	0.414999645805024	1	0	"04-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.414999645805024	1.91286175232652
2	8	760	94	0.0156447025725213	0.0110673817205609	7	0.00899579296504788	0.0122243336588497	81424068	242982350	1	2	1	"04-IM5_P-0004910-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.414999645805024	1.91286175232652
